,Unnamed: 0,name,year,score,voters_count,plot
12106,12106, The Shooting Party,1978,7.3,1.2K,"A romantic drama in which a beautiful but poor young woman has to choose between three suitors: an old widower, a decadent nobleman and a handsome but poor young man."
12107,12107, Degirmen,1986,7.5,1.8K,"In the last years of the Ottoman Empire, a poor little Thrace town named Saripinar is hit by a minor earthquake which has neither destroyed nor left it with many casualties. However, a telegraph sent to the central government exaggerates the situation and mentions that the governor of the town has been severely wounded, making the event a nationwide matter."
12108,12108, We're Going to Eat You,1980,6.5,1K,"A secret agent investigates a village that is populated by crazed, inbred cannibals."
12109,12109, Dandelion,2004,6.8,2K,"In a small town of rolling fields and endless skies, isolated 16 year old Mason lives in a world where families exist in fragmented silence and love seems to have gone missing. Then Mason meets Danny, a sensitive and troubled girl, and their tender bond is soon tested after a fatal accident and a series of complications takes Mason away for something he didn't do. Upon his return, the two find what they're looking for - but with tragic consequences."
12110,12110," I'm Taraneh, 15",2002,7.1,3.8K,"Fifteen year old Taraneh, whose widowed father is in jail, refuses the unwanted attentions of carpet salesman Amir - until Amir's mother talks Taraneh into accepting Amir's marriage proposal. Within four months the couple realize that they are incompatible, they divorce and Amir emigrates back to Germany. When Taraneh discovers she is pregnant she decides against all advice and intense social pressure, to keep the baby."
12111,12111, Bikini Island,1991,3.6,1.8K,"""Swimwear Illustrated"" is approaching its fifteenth anniversary issue. From a group of eager and beautiful young women, five are chosen for a photo shoot on an island off the California coast. One of the five will be the cover girl, and she'll get an extra $100,000. On the island, the group stays at an isolated inn, staffed by the odd Frab. There's him, the five models, and four magazine staff: photographer, make-up man, ambitious assistant Anesa, and Jack Denton, the playboy in charge of production. One by one, models and staff disappear, leaving Jack notes of apologetic farewell. But have they left by choice, or is murder afoot? Who would commit such crimes, and why?"
12112,12112, Raining in the Mountain,1979,7.3,1.5K,"In Ming Dynasty China, the abbot of the San Pao Buddhist monastery must choose a successor. Among the high dignitaries invited, there are some who are after the priceless parchment kept in the temple: the Mahayana Sutras."
12113,12113, Cane Toads: An Unnatural History,1988,7.6,1.4K,A documentary detailing the spread of Hawaiian sugar-cane toads through Australia in a botched effort to introduce them as counter pests.
12114,12114, The Violin,2005,7.7,2.6K,"In an unnamed Latin American country that closely resembles Mexico, the government fights a rural insurgency with torture, assault, rape, and murder. Soldiers descend on a town, cutting off the rebels from their cache of ammunition hidden in a field. A family of grandfather, son, and grandson are among the rebels in the hills. The grandfather, with his violin over his shoulder, tries to pass the checkpoint, ostensibly to tend his corn crop. The commanding officer lets him pass but insists on a daily music lesson. Can the old man ferry out the ammunition in his violin case under the soldiers' nose?"
12115,12115, Oesters van Nam Kee,2002,5.4,1.4K,A young dropout falls in love with a nightclub dancer...
12116,12116, Backroads,1997,6.1,1K,"Set in 1974, during last rales of Francoist dictatorship, plot follows journey of salesman Lozano and his son Felipe driving a Citroën DS along Spanish coast."
12117,12117, Oi kynigoi,1977,7.5,1K,"On New Year's Eve, a group of hunters finds the frozen body of a dead WWII partisan fighter. They spend the night debating what to do with it."
12118,12118, Main Aisa Hi Hoon,2005,4.9,1.2K,A mentally challenged man fights his former father-in-law for custody of his daughter.
12119,12119, O Quatrilho,1995,6.8,1.5K,Two Italian-immigrant couples are part of a game that leads to treason and brings serious consequences to those who lose.
12120,12120, Gramps Is in the Resistance,1983,6.7,3.4K,"Bourdelle, a family of musicians, refuse to play for Germans during the war. They would like to liberate France using all possible means."
12121,12121, Hymypoika,2003,4.6,1.9K,"Taavi, who never goes anywhere without his video camera, and his young and wealthy friends find themselves on the cusp of adulthood. After throwing a wild party at the mansion left to him by his deceased parents, Taavi shoots video of the partygoers in their various states of undress and drunken sexual congress. What begins as a prank spurs Taavi and his friends Jere, Sami, and Markus to form a club, the only requirement for admission being that each young man must bring a tape of his latest sexual conquest to every club meeting. The risque game quickly degenerates into dangerous compulsion as relationships implode and the boys forsake their girlfriends in favor of prostitutes and ""swingers"". As currents of coercion and abuse enter the picture, each young man must ultimately confront his own morality in the viewfinder."
12122,12122, Fulltime Killer,2001,6.8,6.8K,Two very different hitmen find themselves to be in each other's way. They use all their skill to solve the problem.
12123,12123," Bianco, rosso e Verdone",1981,7.4,4.2K,"On Election Day, three Italians travel to their hometowns to vote."
12124,12124, Blast,1997,4.3,1.7K,"Terrorists are holding the U.S. Olympic swim team hostage, and only janitor Jack Bryant (Linden Ashby) can stop them."
12125,12125, Gunhed,1989,5.3,1.1K,"In a cyberpunk future, Kyron-5 supercomputer attempts to exterminate the human race, but Gunhed mechs stop it. In 2038, five thieves break into a condemned island facility to steal Kyron's dead CPU. The place turns out to be a deathtrap."
12126,12126," Hawaii, Oslo",2004,7.0,4.9K,"""Hawaii, Oslo"" is the story of a handful of people who cross one another's paths without necessarily knowing one another, during the hottest day of the year in Oslo. Frode and Milla are having their first child, whom they are told will not live long. Bobbie-Pop, a faded singer, tries to commit suicide. Leon, an institutionalized kleptomaniac, is waiting for the arrival of Åsa, with whom he has a 10-year deal to get married. Leon's brother Trygve fetches Leon from the institution to celebrate his birthday, but Tryge actually plans to use this leave from prison to run away. And the angel Vidar, Leon's best buddy at the institution, sees things no one else can see and just might be able to save everyone."
12127,12127, Nada,1974,6.7,1.1K,"A group of anarchist leftist called ""Nada"" and led by the terrorist Buenaventura Diaz abducts American ambassador Richard Poindexter in a brothel in Paris and takes him to a farm in the countryside. The French Minister gives a blank cheque to violent Chief of Police Goemond, who is assigned to destroy the kidnappers. Then the Minister makes him the scapegoat of the messy situation to protect the State."
12128,12128, Go Trabi Go,1991,6.0,1.6K,"Family Struutz lives in Bitterfeld (GDR). After the fall of the wall, they take the opportunity to go on holiday with their car, an old Trabant. They simply want to visit Italy. But there are some incidents during their journey."
12129,12129, Cronicas,2004,6.8,3.6K,"A suspense thriller about a reporter from Miami who travels to Ecuador in pursuit of a serial killer known as the ""Monster of Babahoyo."""
